Postcode,Suburb
3678,ROSE RIVER
3395,ROSEBERY
3285,ROSEBROOK
3939,ROSEBUD
3939,ROSEBUD PLAZA
3847,ROSEDALE
3385,ROSES GAP
3737,ROSEWHITE
3564,ROSLYNMEAD
3351,ROSS CREEK
3377,ROSSBRIDGE
3477,ROSTRON
3340,ROWSLEY
3178,ROWVILLE
3064,ROXBURGH PARK
3050,ROYAL MELBOURNE HOSPITAL
3712,RUBICON
3953,RUBY
3666,RUFFY
3691,RUNNING CREEK
3558,RUNNYMEDE
3388,RUPANYUP
3612,RUSHWORTH
3331,RUSSELLS BRIDGE
3685,RUTHERGLEN
3875,RYANS
3992,RYANSTON
3941,RYE
3810,RYTHDALE
3936,SAFETY BEACH
3461,SAILORS FALLS
3556,SAILORS GULLY
3461,SAILORS HILL
3850,SALE
3853,SALE
3852,SALE EAST RAAF
3517,SALISBURY WEST
3673,SAMARIA
3925,SAN REMO
3312,SANDFORD
3579,SANDHILL LAKE
3977,SANDHURST
3550,SANDHURST EAST
3462,SANDON
3171,SANDOWN VILLAGE
3191,SANDRINGHAM
3695,SANDY CREEK
3959,SANDY POINT
3858,SARGOOD
3875,SARSFIELD
3787,SASSAFRAS
3787,SASSAFRAS GULLY
3723,SAWMILL SETTLEMENT
3351,SCARSDALE
3179,SCORESBY
3176,SCORESBY BC
3352,SCOTCHMANS LEAD
3352,SCOTSBURN
3267,SCOTTS CREEK
3533,SEA LAKE
3028,SEABROOK
3851,SEACOMBE
3198,SEAFORD
3018,SEAHOLME
3851,SEASPRAY
3858,SEATON
3821,SEAVIEW
3556,SEBASTIAN
3356,SEBASTOPOL
3011,SEDDON
3011,SEDDON WEST
3551,SEDGWICK
3159,SELBY
3737,SELWYN
3234,SEPARATION CREEK
3517,SERPENTINE
3420,SERVICETON
3139,SEVILLE
3139,SEVILLE EAST
3660,SEYMOUR
3661,SEYMOUR
3660,SEYMOUR SOUTH
3821,SHADY CREEK
3960,SHALLOW INLET
3898,SHANNONVALE
3377,SHAYS FLAT
3331,SHE OAKS
3666,SHEANS CREEK
3392,SHEEP HILLS
3515,SHELBOURNE
3329,SHELFORD
3701,SHELLEY
3461,SHEPHERDS FLAT
3630,SHEPPARTON
3632,SHEPPARTON
3631,SHEPPARTON EAST
3631,SHEPPARTON NORTH
3630,SHEPPARTON SOUTH
3789,SHERBROOKE
3916,SHOREHAM
3444,SIDONIA
3795,SILVAN
3922,SILVERLEAVES
3266,SIMPSON
3888,SIMPSONS CREEK
3465,SIMSON
3233,SKENES CREEK
3233,SKENES CREEK NORTH
3260,SKIBO
3518,SKINNERS FLAT
3361,SKIPTON
3977,SKYE
3477,SLATY CREEK
3364,SMEATON
3922,SMITHS BEACH
3760,SMITHS GULLY
3364,SMOKEYTOWN
3741,SMOKO
3351,SMYTHES CREEK
3351,SMYTHESDALE
3971,SNAKE ISLAND
3351,SNAKE VALLEY
3350,SOLDIERS HILL
3927,SOMERS
3062,SOMERTON
3851,SOMERTON PARK
3912,SOMERVILLE
3943,SORRENTO
3995,SOUTH DUDLEY
3220,SOUTH GEELONG
3015,SOUTH KINGSVILLE
3205,SOUTH MELBOURNE
3752,SOUTH MORANG
3260,SOUTH PURRUMBETE
3006,SOUTH WHARF
3141,SOUTH YARRA
3006,SOUTHBANK
3283,SOUTHERN CROSS
3192,SOUTHLAND CENTRE
3461,SPARGO CREEK
3488,SPEED
3585,SPEEWA
3015,SPOTSWOOD
3550,SPRING GULLY
3444,SPRING HILL
3352,SPRINGBANK
3351,SPRINGDALLAH
3434,SPRINGFIELD
3544,SPRINGFIELD
3682,SPRINGHURST
3364,SPRINGMOUNT
3171,SPRINGVALE
3172,SPRINGVALE SOUTH
3021,ST ALBANS
3219,ST ALBANS PARK
3761,ST ANDREWS
3941,ST ANDREWS BEACH
3478,ST ARNAUD
3477,ST ARNAUD EAST
3477,ST ARNAUD NORTH
3995,ST CLAIR
3620,ST GERMAINS
3088,ST HELENA
3285,ST HELENS
3401,ST HELENS PLAINS
3727,ST JAMES
3182,ST KILDA
3183,ST KILDA EAST
8004,ST KILDA ROAD
3004,ST KILDA ROAD CENTRAL
8008,ST KILDA ROAD CENTRAL
3004,ST KILDA ROAD MELBOURNE
3182,ST KILDA SOUTH
3182,ST KILDA WEST
3223,ST LEONARDS
3971,STACEYS BRIDGE
3351,STAFFORDSHIRE REEF
3691,STAGHORN FLAT
3623,STANHOPE
3623,STANHOPE SOUTH
3747,STANLEY
3340,STAUGHTON VALE
3379,STAVELY
3380,STAWELL
3380,STAWELL WEST
3775,STEELS CREEK
3331,STEIGLITZ
3725,STEWARTON
3893,STIRLING
3862,STOCKDALE
3373,STOCKYARD HILL
3218,STONEHAVEN
3373,STONELEIGH
3371,STONY CREEK
3957,STONY CREEK
3260,STONYFORD
3851,STRADBROKE
3103,STRADBROKE PARK
3461,STRANGWAYS
3533,STRATEN
3862,STRATFORD
3658,STRATH CREEK
3622,STRATHALLAN
3666,STRATHBOGIE
3550,STRATHDALE
3312,STRATHDOWNIE
3099,STRATHEWEN
3551,STRATHFIELDSAYE
3301,STRATHKELLAR
3364,STRATHLEA
3641,STRATHMERTON
3041,STRATHMORE
3041,STRATHMORE HEIGHTS
3338,STRATHTULLOH
3351,STREATHAM
3950,STRZELECKI
3477,STUART MILL
3152,STUDFIELD
3234,SUGARLOAF
3658,SUGARLOAF CREEK
3885,SUGGAN BUGGAN
3352,SULKY
3922,SUMMERLANDS
3057,SUMNER
3429,SUNBURY
3658,SUNDAY CREEK
3922,SUNDERLAND BAY
3496,SUNNYCLIFFS
3922,SUNSET STRIP
3020,SUNSHINE
3020,SUNSHINE NORTH
3020,SUNSHINE WEST
8438,SUNSHINE WEST
8780,SUNSHINE WEST
8781,SUNSHINE WEST
3922,SURF BEACH
3127,SURREY HILLS
3127,SURREY HILLS NORTH
3125,SURREY HILLS SOUTH
3477,SUTHERLAND
3331,SUTHERLANDS CREEK
3530,SUTTON
3448,SUTTON GRANGE
3225,SWAN BAY
3585,SWAN HILL
3585,SWAN HILL WEST
3225,SWAN ISLAND
3249,SWAN MARSH
3903,SWAN REACH
3673,SWANPOOL
3477,SWANWATER
3480,SWANWATER WEST
3896,SWIFTS CREEK
3037,SYDENHAM
3575,SYLVATERRE
3149,SYNDAL
3875,TABBERABBERA
3607,TABILK
3289,TABOR
3714,TAGGERTY
3301,TAHARA
3315,TAHARA BRIDGE
3310,TAHARA WEST
3371,TALBOT
3691,TALGARNO
3701,TALLANDOON
3700,TALLANGATTA
3700,TALLANGATTA EAST
3701,TALLANGATTA SOUTH
3701,TALLANGATTA VALLEY
3659,TALLAROOK
3634,TALLYGAROOPNA
3893,TAMBO CROSSING
3885,TAMBO UPPER
3890,TAMBOON
3858,TAMBORITHA
3675,TAMINICK
3669,TAMLEUGH
3669,TAMLEUGH NORTH
3260,TANDAROOK
3571,TANDARRA
3691,TANGAMBALANGA
3825,TANJIL
3833,TANJIL BREN
3825,TANJIL SOUTH
3764,TANTARABOO
3478,TANWOOD
3249,TANYBRYN
3447,TARADALE
3666,TARCOMBE
3451,TARILTA
3551,TARNAGULLA
3029,TARNEIT
3670,TARNOOK
3265,TAROON
3971,TARRA VALLEY
3414,TARRANYURK
3971,TARRAVILLE
3775,TARRAWARRA
3678,TARRAWINGEE
3315,TARRAYOUKYAN
3463,TARRENGOWER
3315,TARRENLEA
3301,TARRINGTON
3283,TARRONE
3956,TARWIN
3956,TARWIN LOWER
3673,TATONG
3616,TATURA
3616,TATURA EAST
3378,TATYOON
3697,TAWONGA
3698,TAWONGA SOUTH
3713,TAYLOR BAY
3037,TAYLORS HILL
3038,TAYLORS LAKES
3579,TEAL POINT
3160,TECOMA
3527,TEDDYWADDY
3527,TEDDYWADDY WEST
3328,TEESDALE
3401,TELANGATUK EAST
3730,TELFORD
3420,TELOPEA DOWNS
3106,TEMPLESTOWE
3107,TEMPLESTOWE LOWER
3489,TEMPY
3984,TENBY POINT
3572,TENNYSON
3264,TERANG
3719,TERIP TERIP
3525,TERRAPPEE
3575,TERRICK TERRICK
3573,TERRICK TERRICK EAST
3260,TESBURY
3821,TETOORA ROAD
3527,THALIA
3825,THALLOO
3154,THE BASIN
3268,THE COVE
3984,THE GURDIES
3851,THE HEART
3851,THE HONEYSUCKLES
3792,THE PATCH
3265,THE SISTERS
3691,THOLOGOLONG
3074,THOMASTOWN
3219,THOMSON
3825,THOMSON
3726,THOONA
3071,THORNBURY
3335,THORNHILL PARK
3712,THORNTON
3835,THORPDALE
3824,THORPDALE SOUTH
3707,THOWGLA VALLEY
3797,THREE BRIDGES
3960,TIDAL RIVER
3885,TIMBARRA
3268,TIMBOON
3268,TIMBOON WEST
3561,TIMMERING
3465,TIMOR
3465,TIMOR WEST
3859,TINAMBA
3859,TINAMBA WEST
3708,TINTALDRA
3542,TITTYBONG
3549,TOL TOL
3723,TOLMIE
3707,TOM GROGGIN
3621,TONGALA
3890,TONGHI CREEK
3896,TONGIO
3815,TONIMBUK
3409,TOOAN
3522,TOOBORAC
3614,TOOLAMBA
3614,TOOLAMBA WEST
3777,TOOLANGI
3337,TOOLERN VALE
3551,TOOLLEEN
3860,TOOLOME
3401,TOOLONDO
3285,TOOLONG
3825,TOOMBON
3856,TOONGABBIE
3962,TOORA
3962,TOORA NORTH
3980,TOORADIN
3142,TOORAK
3909,TOORLOO ARM
3146,TOORONGA
3833,TOORONGO
3941,TOOTGAROOK
3228,TORQUAY
3490,TORRITA
3562,TORRUMBARRY
3821,TORWOOD
3888,TOSTAREE
3012,TOTTENHAM
3477,TOTTINGTON
3363,TOURELLO
3596,TOWAN
3527,TOWANINNY
3527,TOWANINNY SOUTH
3283,TOWER HILL
3707,TOWONG
3707,TOWONG UPPER
3824,TRAFALGAR
3824,TRAFALGAR EAST
3824,TRAFALGAR SOUTH
3579,TRAGOWEL
3844,TRARALGON
3844,TRARALGON EAST
3844,TRARALGON SOUTH
3032,TRAVANCORE
3373,TRAWALLA
3660,TRAWOOL
3477,TRAYNORS LAGOON
3785,TREMONT
3458,TRENTHAM
3458,TRENTHAM EAST
3583,TRESCO
3584,TRESCO WEST
3953,TRIDA
3029,TRUGANINA
3888,TUBBUT
3915,TUERONG
3384,TULKARA
3043,TULLAMARINE
3728,TUNGAMAH
3546,TUROAR
3488,TURRIFF
3488,TURRIFF EAST
3960,TURTONS CREEK
3490,TUTYE
3658,TYAAK
3913,TYABB
3533,TYENNA
3844,TYERS
3444,TYLDEN
3444,TYLDEN SOUTH
3813,TYNONG
3813,TYNONG NORTH
3586,TYNTYNDER
3586,TYNTYNDER SOUTH
3285,TYRENDARRA
3285,TYRENDARRA EAST
3533,TYRRELL
3533,TYRRELL DOWNS
3370,ULLINA
3318,ULLSWATER
3544,ULTIMA
3544,ULTIMA EAST
3641,ULUPNA
3629,UNDERA
3509,UNDERBOOL
3010,UNIVERSITY OF MELBOURNE
3669,UPOTIPOTPON
3156,UPPER FERNTREE GULLY
3691,UPPER GUNDOWRING
3673,UPPER LURG
3756,UPPER PLENTY
3673,UPPER RYANS CREEK
3664,UPTON HILL
3158,UPWEY
3860,VALENCIA CREEK
3407,VASEY
3451,VAUGHAN
3401,VECTIS
3922,VENTNOR
3956,VENUS BAY
3133,VERMONT
3133,VERMONT SOUTH
3814,VERVALE
3833,VESPER
3294,VICTORIA POINT
3294,VICTORIA VALLEY
3084,VIEWBANK
3591,VINIFERA
3669,VIOLET TOWN
3325,VITE VITE
3325,VITE VITE NORTH
3885,W TREE
3637,WAAIA
3551,WAANYARRA
3269,WAARRE
3678,WABONGA
3646,WAGGARANDALL
3687,WAHGUNYAH
3608,WAHRING
3401,WAIL
3887,WAIREWA
3544,WAITCHIE
3385,WAL WAL
3678,WALDARA
3825,WALHALLA
3825,WALHALLA EAST
3956,WALKERVILLE
3956,WALKERVILLE NORTH
3956,WALKERVILLE SOUTH
3352,WALLACE
3303,WALLACEDALE
3891,WALLAGARAUGH
3387,WALLALOO
3387,WALLALOO EAST
3756,WALLAN
3351,WALLINDUC
3222,WALLINGTON
3401,WALLUP
3463,WALMER
3875,WALPA
3507,WALPEUP
3709,WALWA
3612,WANALTA
3216,WANDANA HEIGHTS
3579,WANDELLA
3744,WANDILIGONG
3139,WANDIN EAST
3139,WANDIN NORTH
3312,WANDO BRIDGE
3312,WANDO VALE
3758,WANDONG
3549,WANDOWN
3678,WANGANDARY
3891,WANGARABELL
3676,WANGARATTA
3677,WANGARATTA
3678,WANGARATTA FORWARD
3678,WANGARATTA SOUTH
3530,WANGIE
3279,WANGOOM
3301,WANNON
3152,WANTIRNA
3152,WANTIRNA SOUTH
3616,WARANGA
3612,WARANGA SHORES
3959,WARATAH BAY
3799,WARBURTON
3465,WAREEK
3505,WARGAN
3482,WARMUR
3243,WARNCOORT
3530,WARNE
3980,WARNEET
3286,WARRABKOOK
3393,WARRACKNABEAL
3820,WARRAGUL
3821,WARRAGUL SOUTH
3821,WARRAGUL WEST
3377,WARRAK
3113,WARRANDYTE
3134,WARRANDYTE SOUTH
3134,WARRANWOOD
3301,WARRAYURE
3670,WARRENBAYNE
3352,WARRENHEIP
3478,WARRENMANG
3249,WARRION
3280,WARRNAMBOOL
3312,WARROCK
3283,WARRONG
3401,WARTOOK
3482,WATCHEM
3482,WATCHEM WEST
3485,WATCHUPGA
3862,WATERFORD
3658,WATERFORD PARK
3038,WATERGARDENS
3875,WATERHOLES
3373,WATERLOO
3195,WATERWAYS
3087,WATSONIA
3087,WATSONIA NORTH
3097,WATSONS CREEK
3995,WATTLE BANK
3384,WATTLE CREEK
3352,WATTLE FLAT
3096,WATTLE GLEN
3237,WATTLE HILL
3128,WATTLE PARK
3145,WATTLETREE ROAD PO
3352,WAUBRA
3216,WAURN PONDS
3170,WAVERLEY GARDENS
3888,WAYGARA
3352,WEATHERBOARD
3518,WEDDERBURN
3518,WEDDERBURN JUNCTION
3568,WEE WEE RUP
3237,WEEAPROINAH
3251,WEERING
3260,WEERITE
3518,WEHLA
3338,WEIR VIEWS
3551,WELLSFORD
3462,WELSHMANS REEF
3966,WELSHPOOL
3549,WEMEN
3355,WENDOUREE
3355,WENDOUREE VILLAGE
3241,WENSLEYDALE
3875,WENTWORTH
3186,WERE STREET PO
3352,WERNETH
3364,WERONA
3030,WERRIBEE
3029,WERRIBEE PLAZA
3030,WERRIBEE SOUTH
3496,WERRIMULL
3799,WESBURN
3550,WEST BENDIGO
3992,WEST CREEK
3012,WEST FOOTSCRAY
3003,WEST MELBOURNE
3690,WEST WODONGA
3825,WESTBURY
3579,WESTBY
3049,WESTMEADOWS
3351,WESTMERE
3714,WHANREGARWEN
3564,WHARPARILLA
3461,WHEATSHEAF
3150,WHEELERS HILL
3556,WHIPSTICK
3483,WHIRILY
3550,WHITE HILLS
3660,WHITEHEADS CREEK
3950,WHITELAW
3733,WHITFIELD
3678,WHITLANDS
3219,WHITTINGTON
3757,WHITTLESEA
3243,WHOOREL
3735,WHOROULY
3735,WHOROULY EAST
3735,WHOROULY SOUTH
3612,WHROO
3379,WICKLIFFE
3728,WILBY
3953,WILD DOG VALLEY
3429,WILDWOOD
3393,WILKUR
3485,WILLANGIE
3283,WILLATOOK
3379,WILLAURA
3379,WILLAURA NORTH
3393,WILLENABRINA
3027,WILLIAMS LANDING
3016,WILLIAMSTOWN
3016,WILLIAMSTOWN NORTH
3825,WILLOW GROVE
3764,WILLOWMAVIN
3360,WILLOWVALE
3847,WILLUNG
3847,WILLUNG SOUTH
3515,WILSONS HILL
3960,WILSONS PROMONTORY
3922,WIMBLEDON HEIGHTS
3241,WINCHELSEA
3241,WINCHELSEA SOUTH
3352,WINDERMERE
3181,WINDSOR
3891,WINGAN RIVER
3321,WINGEEL
3477,WINJALLOK
3585,WINLATON
3546,WINNAMBOOL
3304,WINNAP
3858,WINNINDOO
3281,WINSLOW
3358,WINTER VALLEY
3673,WINTON
3673,WINTON NORTH
3608,WIRRATE
3885,WISELEIGH
3189,WISHART
3689,WODONGA
3690,WODONGA
3691,WODONGA FORWARD
3690,WODONGA PLAZA
3750,WOLLERT
3888,WOMBAT CREEK
3409,WOMBELANO
3971,WON WRON
3960,WONGA
3115,WONGA PARK
3234,WONGARRA
3862,WONGUNGARRA
3737,WONNANGATTA
3995,WONTHAGGI
3401,WONWONDAH
3962,WONYIP
3596,WOOD WOOD
3442,WOODEND
3442,WOODEND NORTH
3715,WOODFIELD
3281,WOODFORD
3875,WOODGLEN
3294,WOODHOUSE
3945,WOODLEIGH
3723,WOODS POINT
3874,WOODSIDE
3874,WOODSIDE BEACH
3874,WOODSIDE NORTH
3751,WOODSTOCK
3551,WOODSTOCK ON LODDON
3463,WOODSTOCK WEST
3556,WOODVALE
3249,WOOL WOOL
3995,WOOLAMAI
3860,WOOLENOOK
3518,WOOLSHED FLAT
3276,WOOLSTHORPE
3485,WOOMELANG
3747,WOORAGEE
3962,WOORARRA EAST
3960,WOORARRA WEST
3953,WOOREEN
3139,WOORI YALLOCK
3589,WOORINEN
3589,WOORINEN NORTH
3588,WOORINEN SOUTH
3272,WOORNDOO
3525,WOOROONOOK
3518,WOOSANG
3315,WOOTONG VALE
3858,WORROWING
3860,WRATHUNG
3860,WRIXON
3891,WROXHAM
3875,WUK WUK
3885,WULGULMERANG
3885,WULGULMERANG EAST
3885,WULGULMERANG WEST
3635,WUNGHNU
3241,WURDIBOLUC
3850,WURRUK
3875,WY YUNG
3527,WYCHEPROOF
3527,WYCHEPROOF SOUTH
3525,WYCHITELLA
3525,WYCHITELLA NORTH
3234,WYE RIVER
3237,WYELANGTA
3024,WYNDHAM VALE
3620,WYUNA
3620,WYUNA EAST
3424,YAAPEET
3646,YABBA NORTH
3646,YABBA SOUTH
3749,YACKANDANDAH
3637,YALCA
3378,YALLA-Y-POORA
3085,YALLAMBIE
3825,YALLOURN
3825,YALLOURN NORTH
3885,YALMY
3285,YAMBUK
3621,YAMBUNA
3755,YAN YEAN
3418,YANAC
3960,YANAKIE
3537,YANDO
3461,YANDOIT
3461,YANDOIT HILLS
3283,YANGERY
3858,YANGOURA
3981,YANNATHAN
3451,YAPEEN
3719,YARCK
3283,YARPTURK
3775,YARRA GLEN
3797,YARRA JUNCTION
3516,YARRABERB
3823,YARRAGON
3823,YARRAGON SOUTH
3971,YARRAM
3091,YARRAMBAT
3013,YARRAVILLE
3013,YARRAVILLE WEST
3575,YARRAWALLA
3730,YARRAWONGA
3730,YARRAWONGA SOUTH
3644,YARROWEYAH
3677,YARRUNGA
3301,YATCHAW
3478,YAWONG HILLS
3717,YEA
3139,YELLINGBO
3505,YELTA
3352,YENDON
3249,YEO
3249,YEODENE
3770,YERING
3525,YEUNGROON
3525,YEUNGROON EAST
3638,YIELIMA
3869,YINNAR
3869,YINNAR SOUTH
3477,YORK PLAINS
3646,YOUANMITE
3728,YOUARANG
3301,YULECART
3727,YUNDOOL
3063,YUROKE
3237,YUULONG
3634,ZEERUST
3401,ZUMSTEINS
